X,id,PEDON_ID,Year,Location_U,Soil_Serie,Soil_Ser_1,Location,Lab_ID,Great_Grou,Order,Subgroup,Latitude,Longitude,Phase,Master_Hor,Suffix,Lower_Dept,Upper_Dept,Horizon_Mo,Horizon_Li,Calcium,Potassium,Magnesium,Sodium,CEC,Water_Solu,EC,Inorganic_,Organic_Ca,Water_So_1,Water_So_2,Water_So_3,Water_So_4,Water_So_5,Water_So_6,Total_Nitr,Exchangeab,Water_So_7,Extractabl,Extracta_1,clay_0_2,silt,clay_0_02,coase_sand,fine_sand,medium_san,total_sand,vc_sand,vf_sand,water_rtn_,water_rt_1,water_rt_2,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m
29,7212_1,7212,1974,600,IWA,Instow,NW2913 12 W3,74-8760,Solonetz,Solonetz,Dark Brown,50.11716785,-107.6144046,NA,A,p,9,0,NA,NA,12,1.1,4.8,0.1,NA,0.01,2.5,NA,3,0.04,0.09,NA,0.26,1.1,NA,0.3,2.8,NA,NA,NA,21,55,12,2,6,3,24,1,13,32.8,15.4,2.2,769.5238037,1083.352905,1323.791626,2006.594238,3287.526367,2998.820313,2887.328125,0.995459318,2.157686234,0.766004145,0.840901613,0.300857246,0.615797877,0.167956978,0.34696275,0.174771092,0.450794805,0.846632732,0.252776237,0.537627839,0.387102067,0.466499209,0.648587823,1.07480371,0.924538732,4.849246979,0.657974958,0.62456131,0.593951225,0.790705323,466.3934183,288.7058716,0.403295845,0.701647937,3.09306097,787.395752,8.653469086,1.27163744
30,7213_1,7213,1974,600,IWA,Instow,SW2013 12 W3,74-8766,Solonetz,Solonetz,Dark Brown,50.09369383,-107.614434,NA,A,p,7,0,NA,NA,12.6,1.1,7.2,0.2,NA,0.03,0.7,NA,3.1,0.15,0.01,NA,0.17,0.04,NA,0.3,2.5,NA,NA,NA,23,51,14,1,7,3,26,1,14,32.7,14.8,2.4,777.1742554,1106.821777,1347.806885,2056.441162,3335.479492,3014.078125,2928.358398,1.043893099,2.000104666,0.771614432,0.834539592,0.32494697,0.571002603,0.174684748,0.372163773,0.169576199,0.486861029,0.833355303,0.262369941,0.573164427,0.091818482,0.349144965,0.545713663,1.149028063,0.998431683,3.400181293,0.490264267,0.449612588,0.403479367,0.796895266,466.4470244,288.6939087,0.2135524,0.606776178,2.023741245,753.5640869,8.066673279,1.276433587
31,7214_1,7214,1974,600,HRO,Haverhill,SW2815 12 W3,74-8779,Regosolic,Regosol,Orthic,50.28456659,-107.602702,NA,A,pk,7,0,NA,NA,30.8,0.7,4.5,0.1,21.5,0.01,0.5,6,1.3,0.16,0.01,NA,0.06,0.01,NA,0.1,0.7,NA,NA,NA,25,33,16,5,14,7,42,3,13,24.6,13.4,2.1,863.0750122,1218.599976,1483,2123.166748,3160,3016.195313,2710.041748,1.050446868,1.587746859,0.763940156,0.811330974,0.34256351,0.50518918,0.204636425,0.329793721,0.143768795,0.513326273,0.712248812,0.306351824,0.536007431,0.469774753,0.844229877,1.793144107,2.404850721,1.521860957,7.863769531,1.45517385,1.105044246,0.825800657,1.602677941,465.9582098,288.7827148,0.092589773,0.546294928,2.432331085,693.2163086,7.221250534,1.501209736
32,7215_1,7215,1974,600,HRC,Haverhill,SW2815 12 W3,74-8784,Brown,Chernozem,Calcareous,50.28456659,-107.602702,NA,A,p,7,0,NA,NA,31.4,0.5,4.9,0.1,21.9,0.01,0.4,8.3,1.2,0.14,0.01,NA,0.04,0.01,NA,0.1,0.7,NA,NA,NA,29,33,22,5,13,6,39,3,12,24.3,14.1,2.3,863.0750122,1218.599976,1483,2123.166748,3160,3016.195313,2710.041748,1.050446868,1.587746859,0.763940156,0.811330974,0.34256351,0.50518918,0.204636425,0.329793721,0.143768795,0.513326273,0.712248812,0.306351824,0.536007431,0.469774753,0.844229877,1.793144107,2.404850721,1.521860957,7.863769531,1.45517385,1.105044246,0.825800657,1.602677941,465.9582098,288.7827148,0.092589773,0.546294928,2.432331085,693.2163086,7.221250534,1.501209736
33,7216_1,7216,1974,600,HRA,Haverhill,SW2815 12 W3,74-8789,Brown,Chernozem,Orthic,50.28456659,-107.602702,NA,A,p,12,0,NA,NA,20.8,0.9,3.2,0.1,24.5,0.02,0.5,NA,2,0.16,0.01,NA,0.04,0.01,NA,0.2,1.3,NA,NA,NA,25,37,15,4,12,5,38,3,14,27.8,13.5,2.2,863.0750122,1218.599976,1483,2123.166748,3160,3016.195313,2710.041748,1.050446868,1.587746859,0.763940156,0.811330974,0.34256351,0.50518918,0.204636425,0.329793721,0.143768795,0.513326273,0.712248812,0.306351824,0.536007431,0.469774753,0.844229877,1.793144107,2.404850721,1.521860957,7.863769531,1.45517385,1.105044246,0.825800657,1.602677941,465.9582098,288.7827148,0.092589773,0.546294928,2.432331085,693.2163086,7.221250534,1.501209736
34,7218_1,7218,1972,600,WKE,Wymark,SE1713 13 W3,72-7737,Dark Brown,Chernozem,Eluviated,50.08071776,-107.7397766,NA,A,p,10,0,NA,NA,9,0.9,2.8,0.3,19.4,0.03,0.6,NA,2.3,0.16,0.01,NA,0.09,0.09,NA,0.2,0.6,NA,NA,NA,19,38,NA,1,23,9,44,1,9,19.9,12,1.5,777.8717041,1099.653809,1353.892822,2057.099609,3352.027832,2999.291504,2953.293945,0.919676423,1.85785985,0.757156551,0.826917112,0.258498609,0.533163548,0.158726603,0.382213324,0.151432893,0.387713258,0.801160673,0.23925499,0.56647555,0.506040394,0.781748891,1.254640341,3.204739332,3.049881935,4.030750275,1.085443616,1.076361895,0.992696941,2.552263021,464.2507954,288.6942139,0.093393311,0.473883092,1.347831726,713.2562866,7.287167549,0.958078265
35,7219_1,7219,1973,600,HTA,Hatton,SE3316 14 W3,73-8215,Brown,Chernozem,Orthic,50.38623203,-107.8671467,NA,AB,p,5,0,NA,NA,4.5,0.5,1.6,0.1,7.8,0.02,0.3,NA,0.5,0.05,0.01,NA,0.03,0.01,NA,0.1,0.9,NA,NA,NA,7,7,5,2,56,4,85,1,23,6.7,4.3,0.8,861,1257,1538.5,2313.5,3596.25,2961.75,3012.5,0.966105819,1.21428895,0.757826269,0.783496499,0.348450482,0.402794123,0.287726194,0.374477267,0.116842055,0.524615849,0.655179112,0.432386599,0.565796327,0.486492664,0.791335225,1.49194479,4.099489689,4.070175648,14.61231327,1.249187708,1.206327438,1.188498855,2.827466488,458.6312522,288.8934631,0.140777811,0.394225568,1.721161127,625.7385864,7.395057201,1.32893908
36,7220_1,7220,1973,600,HTAA,Hatton,SE3316 14 W3,73-8220,Brown,Chernozem,Orthic,50.38623203,-107.8671467,Till Substrate,A,p,10,0,NA,NA,17.8,0.3,2,0.1,6,0.04,0.8,NA,0.7,0.04,0.02,NA,0.05,0.01,NA,NA,NA,NA,NA,NA,8,5,4,2,58,4,87,1,22,7,5.2,0.9,861,1257,1538.5,2313.5,3596.25,2961.75,3012.5,0.966105819,1.21428895,0.757826269,0.783496499,0.348450482,0.402794123,0.287726194,0.374477267,0.116842055,0.524615849,0.655179112,0.432386599,0.565796327,0.486492664,0.791335225,1.49194479,4.099489689,4.070175648,14.61231327,1.249187708,1.206327438,1.188498855,2.827466488,458.6312522,288.8934631,0.140777811,0.394225568,1.721161127,625.7385864,7.395057201,1.32893908
37,7221_1,7221,1973,600,SNC,Swinton,NW1315 14 W3,73-8241,Brown,Chernozem,Calcareous,50.26127811,-107.8090022,NA,A,p,8,0,NA,NA,24.8,1,2.8,0.1,18.7,0.03,0.6,5.7,1.3,0.23,0.01,NA,0.04,0.01,NA,0.1,0.6,NA,NA,NA,22,57,15,1,1,1,20,1,17,23.2,11.5,2.4,917.638916,1321.857178,1590.4375,2336.292969,3396.221436,3016.029297,2954.349121,1.007814884,1.523605704,0.755777776,0.803719103,0.280813694,0.418712556,0.167986587,0.324208796,0.125074956,0.420765098,0.669481456,0.251773711,0.54637432,0.904152274,1.536200523,3.038025856,7.833146572,7.489992619,22.06492615,2.816729546,2.808670998,2.673113346,6.755455971,461.4263517,288.8171997,0.239649296,0.391696334,5.532897949,638.4962769,6.770786285,1.78041625
38,7222_1,7222,1973,600,SND,Swinton,NW1315 14 W3,73-8247,Brown,Chernozem,Rego,50.26127811,-107.8090022,NA,A,p,7,0,NA,NA,24.8,0.8,3.2,0.1,17,0.03,0.5,9.7,1.2,0.2,0.02,NA,0.06,0.01,NA,0.1,0.4,NA,NA,NA,22,51,14,1,2,1,27,1,25,23.4,11.3,2.2,917.638916,1321.857178,1590.4375,2336.292969,3396.221436,3016.029297,2954.349121,1.007814884,1.523605704,0.755777776,0.803719103,0.280813694,0.418712556,0.167986587,0.324208796,0.125074956,0.420765098,0.669481456,0.251773711,0.54637432,0.904152274,1.536200523,3.038025856,7.833146572,7.489992619,22.06492615,2.816729546,2.808670998,2.673113346,6.755455971,461.4263517,288.8171997,0.239649296,0.391696334,5.532897949,638.4962769,6.770786285,1.78041625
39,7223_1,7223,1973,600,SNA,Swinton,NW1315 14 W3,73-8253,Brown,Chernozem,Orthic,50.26127811,-107.8090022,NA,A,p,10,0,NA,NA,23,0.9,3.2,0.1,19.1,0.03,0.6,NA,1.6,0.27,0.01,NA,0.07,0.02,NA,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6,13.2,2.5,917.638916,1321.857178,1590.4375,2336.292969,3396.221436,3016.029297,2954.349121,1.007814884,1.523605704,0.755777776,0.803719103,0.280813694,0.418712556,0.167986587,0.324208796,0.125074956,0.420765098,0.669481456,0.251773711,0.54637432,0.904152274,1.536200523,3.038025856,7.833146572,7.489992619,22.06492615,2.816729546,2.808670998,2.673113346,6.755455971,461.4263517,288.8171997,0.239649296,0.391696334,5.532897949,638.4962769,6.770786285,1.78041625
40,7224_1,7224,1973,600,SNE,Swinton,SE1715 13 W3,73-8258,Brown,Chernozem,Eluviated,50.25542002,-107.7518122,NA,A,p,8,0,NA,NA,9.4,1.2,4.1,0.1,19.4,0.03,0.4,NA,1.9,0.08,0.01,NA,0.06,0.01,NA,0.2,2.6,NA,NA,NA,22,54,12,1,4,1,23,1,16,25.6,14.6,2.3,849.9080811,1202.882202,1484.732178,2166.259277,3334.700195,3016.425049,2892.842773,1.01736021,1.800833464,0.764819205,0.82108283,0.263776243,-3.40E+38,0.157113716,-3.40E+38,0.141759928,0.395609268,0.724178508,0.235174618,0.532736948,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,462.8162598,288.7998352,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
41,7225_1,7225,1973,600,SNA,Swinton,SE1715 13 W3,73-8263,Brown,Chernozem,Orthic,50.25542002,-107.7518122,NA,A,p,8,0,NA,NA,10.4,0.9,4.9,0.1,18.9,0.02,0.3,NA,1.5,0.08,0.01,NA,0.07,0.01,NA,0.2,2.1,NA,NA,NA,24,50,15,1,7,2,28,1,17,23.7,14.4,2.4,849.9080811,1202.882202,1484.732178,2166.259277,3334.700195,3016.425049,2892.842773,1.01736021,1.800833464,0.764819205,0.82108283,0.263776243,-3.40E+38,0.157113716,-3.40E+38,0.141759928,0.395609268,0.724178508,0.235174618,0.532736948,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,462.8162598,288.7998352,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
42,7226_1,7226,1974,600,WMC,Wood mountain,NW1014 15 W3,74-8719,Brown,Chernozem,Calcareous,50.1605267,-107.9785607,NA,A,p,8,0,NA,NA,49.1,1,3.3,0.1,24.2,0.02,0.5,5.2,1.7,0.21,0.02,NA,0.02,0.01,NA,0.2,0.7,NA,NA,NA,27,35,16,3,15,4,38,3,13,27.1,14.5,2.3,827.6071167,1179.863647,1427.400024,2120.863525,3335.25,3016.418457,2920.111084,1.005290389,1.573589802,0.761367381,0.813802898,0.31126678,-3.40E+38,0.176825657,-3.40E+38,0.154691826,0.466840584,0.755672987,0.265014813,0.547942102,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,458.7437149,288.7885437,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
43,7227_1,7227,1974,600,WMA,Wood mountain,NW1014 15 W3,74-8723,Brown,Chernozem,Orthic,50.1605267,-107.9785607,NA,A,p,10,0,NA,NA,12.9,0.8,4.1,0.2,22.5,0.01,0.3,NA,1.8,0.1,0.03,NA,0.04,0.01,NA,0.2,2.3,NA,0.09,0.55,23,52,15,1,7,2,24,1,14,28.5,14.8,2.2,827.6071167,1179.863647,1427.400024,2120.863525,3335.25,3016.418457,2920.111084,1.005290389,1.573589802,0.761367381,0.813802898,0.31126678,-3.40E+38,0.176825657,-3.40E+38,0.154691826,0.466840584,0.755672987,0.265014813,0.547942102,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,458.7437149,288.7885437,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
44,7228_1,7228,1974,600,CYA,Cypress,SE3313 14 W3,74-8735,Dark Brown,Chernozem,Orthic,50.12423002,-107.8534318,NA,A,p,10,0,NA,NA,9.4,0.8,2.9,0.1,16.9,0.02,0.5,NA,1.3,0.13,0.01,NA,0.05,0.02,NA,0.1,1.7,NA,NA,NA,21,32,14,6,18,10,48,3,11,19.6,9.4,1.4,819.0527344,1172.083252,1442.134888,2185.433105,3369.633301,3015.88623,2968.115479,1.02845943,1.617729306,0.766209126,0.816884756,0.346595347,-3.40E+38,0.180000812,-3.40E+38,0.143880882,0.521329251,0.755354662,0.270263067,0.533914599,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,461.7808173,288.7368164,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
45,7229_1,7229,1974,1200,WKA,Wymark,NE2113 13 W3,74-8749,Dark Brown,Chernozem,Orthic,50.09868587,-107.716974,NA,A,p,11,0,NA,NA,10.1,0.7,3.5,0.1,22.6,0.02,0.4,NA,2.3,0.13,0.01,NA,0.16,0.01,NA,0.2,3.3,NA,NA,NA,20,45,9,2,9,3,35,1,19,25.5,13,1.9,777.3230591,1100.421021,1346.707031,2088.117676,3351.503906,3015.113525,2968.75,0.950125992,2.042864799,0.761004925,0.836099267,0.291959107,0.56438905,0.167938143,0.383127391,0.165473864,0.43857537,0.853720444,0.252107154,0.560599866,0.390819609,0.561710119,0.92850554,1.53529954,1.39747858,5.173821449,0.784474134,0.753978491,0.707835257,1.157959461,464.5744222,288.7032776,0.342461646,0.671230793,1.979619622,781.8987427,7.953227043,0.928063393
46,7230_1,7230,1987,300,VPE,Vesper,08ASE2512 16 W3,87-0455,Dark Brown,Chernozem,Eluviated,50.02420855,-108.0553974,NA,A,p,14,0,NA,NA,9.9,1.1,3.2,0.1,23.5,0.5,0.4,NA,1.99,2.6,0.2,1,0.8,0.5,0.8,0.181,NA,NA,NA,NA,23.7,52.2,9.5,0.6,5.8,1.4,24,0.2,15.8,27.5,12.5,NA,845.833313,1212.04834,1500.176514,2215.861084,3415.199951,3015,2984.166748,0.951411843,2.105606794,0.757522047,0.839583993,0.238959223,-3.40E+38,0.150991648,-3.40E+38,0.162860208,0.358705745,0.868697877,0.227013153,0.536756927,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,459.4643763,288.6760864,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
47,7231_1,7231,1987,300,BYA,Birsay,14CNW1915 17 W3,87-0446,Brown,Chernozem,Orthic,50.27906942,-108.3336377,NA,A,p,13,0,NA,NA,11.2,1.2,3.4,0.1,19.2,0.9,0.7,NA,1.52,4.6,0.1,3.9,2,0.7,2.1,0.144,NA,NA,NA,NA,18.6,42.7,6.8,0.1,8.7,0.9,38.7,0.1,28.6,21.9,10.2,NA,833.75,1191.387451,1435.714233,2133.90918,3334.54834,3029.490234,2924.415527,0.887081325,1.361086011,0.742640197,0.797937274,0.247264206,0.475573003,0.171612009,0.403753221,0.114656122,0.3696988,0.641957566,0.256947103,0.564978809,0.99017632,1.52085793,2.748497963,6.704961777,6.372350693,10.71246529,2.301535606,2.268672943,2.288656712,4.677033424,447.9734602,288.9869995,0.329222083,0.655221581,3.798651218,672.8126221,7.303045273,1.876552105
48,7232_1,7232,1987,300,APD,Antelope,09ANE1315 17 W3,87-0440,Humic,Regosol,Orthic,50.26092094,-108.2075672,NA,A,h,17,0,NA,NA,4.7,0.4,1.1,NA,6.7,0.7,0.4,0.8,0.58,3.5,0.1,4.5,1.1,0.3,0.2,0.042,NA,NA,NA,NA,5.4,2.3,2.6,2,73.9,5.3,92.2,0.1,10.5,4.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,1.060161471,1.096368074,0.762289941,0.765370965,0.438564479,0.452007085,0.26658231,0.367857724,0.106177688,0.657676292,0.672665655,0.400535775,0.559249951,0.524074614,0.895605087,1.545288205,4.143606663,3.871735334,10.62197208,1.31316793,1.253963113,1.269267678,2.696402311,451.5110634,288.9359436,0.035719465,0.328444123,1.604842067,612.164856,7.226365089,2.017493963
49,7233_1,7233,1987,300,FXD,Fox valley,03ASW0313 21 W3,87-0476,Brown,Chernozem,Rego,50.0497916,-108.7947896,NA,A,p,10,0,NA,NA,18.7,0.6,2.9,0.1,23.5,0.3,0.7,4.6,1.46,6.2,0.1,4.1,0.8,0.4,0.6,0.138,NA,NA,NA,NA,22.1,51.8,8.2,0.2,1.8,0.2,26.1,0.1,23.7,24.9,11.3,NA,858.8907471,1242.5,1514.458252,2200.055664,3351.235352,3015.107666,2887.487305,0.923582435,1.604977965,0.748833537,0.813781202,0.225347221,-3.40E+38,0.155436754,-3.40E+38,0.140148702,0.338398999,0.724074314,0.23332471,0.547849375,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,448.6843815,288.7652283,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
50,7234_1,7234,1987,300,HTA,Hatton,12CNW2914 19 W3,87-0383,Brown,Chernozem,Orthic,50.20272105,-108.5727446,NA,A,p,10,0,NA,NA,8.8,0.8,2.4,0.1,12.7,0.8,0.4,NA,1.17,2.3,0.1,3.6,1.1,0.3,0.2,0.102,NA,NA,NA,NA,9.2,12.1,-1.6,1,50.7,2.5,78.7,0.4,23.9,10.5,6.3,NA,417.5,575.5,684.25,1017.25,1601.5,1499.5,1380,0.895733654,1.149395823,0.745078385,0.772984326,0.310925603,-3.40E+38,0.248298198,-3.40E+38,0.104270001,0.467955414,0.61618707,0.373118064,0.563495963,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,445.2929741,288.9495239,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
51,7235_1,7235,1987,300,FXA,Fox valley,13CNW1615 21 W3,87-0461,Brown,Chernozem,Orthic,50.26460431,-108.8429741,NA,A,p,11,0,NA,NA,14.5,1.2,3.2,0.1,21.9,0.9,0.8,NA,1.7,6.9,0.1,5,1.7,1.1,0.8,0.158,NA,NA,NA,NA,18.8,46.8,5.8,1.6,9.9,2.2,34.4,0.6,20,22.7,9.9,NA,884,1257.25,1535.5,2233.333252,3449,2998.703613,2967.125,0.941426158,1.215390205,0.746688604,0.782357275,0.301965863,0.397041827,0.190928787,0.331738621,0.118893074,0.454600163,0.61821433,0.28616566,0.508912137,0.879648805,1.664917827,2.780084848,5.641564846,4.927340508,9.90675354,2.981162071,2.150780439,1.486014128,3.420469522,437.5660761,289.0377197,0.11949224,0.233081907,2.263870001,695.571106,5.943606853,3.438998461
52,7236_1,7236,1989,300,HRC,Haverhill,16DNE3215 25 W3,89-0130,Brown,Chernozem,Calcareous,50.30809801,-109.3992566,NA,A,p,10,0,NA,NA,16.1,1,3.9,NA,19.6,0.6,0.9,0.8,1.7,6,0.1,5,2.9,0.5,0.9,0.187,NA,NA,NA,NA,24.2,33.1,16,6.4,14.6,4.3,42.7,4.6,12.6,21.7,13,1.9,953.625,1351.363647,1640.136353,2346.5,3482.571533,2998.66333,3079.818115,0.888767242,1.496500134,0.735975444,0.806533337,0.282491505,0.487957656,0.170282647,0.357534915,0.134316791,0.423673359,0.701358862,0.25502213,0.524256475,0.573464096,1.057076097,2.299910784,4.801843643,3.182332993,11.34901237,2.281267166,1.578557014,1.111955404,2.711082458,424.6779541,289.0975037,0.198701501,0.168607116,1.901745677,692.7600708,7.026949883,3.254144907
53,7237_1,7237,1957,600,BGA,Biggar,SW0319 18 W2,57-0001,Dark Brown,Chernozem,Orthic,50.57289002,-104.42261,NA,A,h,13,0,NA,NA,19.5,0.9,2.5,0.1,15.6,NA,0.3,NA,3.26,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,7,10,1,NA,19,NA,83,NA,5,NA,NA,NA,706.9500122,973.0999756,1156.125,1768.875,2885.75,2953.269287,2484.300049,1.490034699,1.944719434,0.804177344,0.828941584,0.462829739,0.56367743,0.251252711,0.385142118,0.160570052,0.694027434,0.8497965,0.37760143,0.581098785,0.308105409,0.768581867,1.28209579,2.154904842,1.660470009,11.43314552,1.184517145,1.007610559,0.493699849,1.126461267,511.761591,288.8171387,0.081145242,0.406420022,1.853796244,536.4122314,7.22150135,1.34871161
54,7238_1,7238,1974,600,HTAS,Hatton,SE2917 01 W3,74-8890,Brown,Chernozem,Orthic,50.45916321,-106.1021389,Saline,A,ps,10,0,NA,NA,12.4,1.1,2.7,0.5,14.8,0.09,3.7,0.1,2.6,1.16,0.06,NA,0.56,0.49,NA,0.24,0.9,NA,NA,NA,12,16,7,3,41,14,72,1,12,15.9,8.4,1.3,NA,NA,NA,NA,NA,NA,NA,0.904184103,1.138225675,0.744143069,0.770645857,0.319187522,0.405367136,0.313824177,0.374082655,0.088205744,0.477297031,0.599203742,0.469794863,0.581957416,0.384809911,0.630702615,1.060622931,1.842768669,1.517044544,5.37650919,1.03266263,0.648376703,0.549593806,1.079852581,485.0070105,288.9906311,0.150591463,0.301104128,1.17626977,568.2091675,6.872968674,1.450629473
55,7239_1,7239,1972,600,KHC,Kettlehut,SW3019 09 W3,72-7730,Solidized Solonetz,Solonetz,Brown,50.63415501,-107.2454346,NA,A,p,12,0,NA,NA,6.5,2.2,3.7,0.3,19.7,0.07,0.3,NA,2.3,0.05,0.01,NA,0.04,0.01,NA,0.2,4.2,NA,NA,NA,21,41,12,4,12,5,38,3,14,22.9,11.7,1.4,789.0588379,1124.111084,1372.115356,2074.038574,3208.041748,3015.919434,2759.181885,1.065629482,1.683331013,0.771554649,0.821015835,0.317727476,-3.40E+38,0.176876605,-3.40E+38,0.151802456,0.474137051,0.772364118,0.264534628,0.533949051,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,469.5121978,288.7921448,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
56,7240_1,7240,1974,600,GYE,Gilroy,SW1417 10 W3,74-8981,Solod,Solonetz,Brown,50.43041393,-107.2819598,NA,A,p,9,0,NA,NA,7,2,4.1,0.1,NA,0.07,0.5,NA,1.5,0.05,0.04,NA,0.07,0.05,NA,0.15,NA,NA,NA,NA,23,36,15,4,17,5,41,1,14,23.2,11.4,1.8,755.7596436,1115.150024,1333.037476,1976.5,2992.89209,3000.104004,2602.899902,2.168767691,2.468340635,0.838671565,0.848603487,0.592489839,0.722247422,0.267598391,0.464580804,0.219516597,0.887123763,0.947484524,0.400748767,0.687801981,0.668343723,1.277016997,2.098959923,2.937595129,2.527585745,6.985523224,1.995695114,1.783711076,1.097756147,2.104906082,471.017069,288.7915649,0.087636217,0.175875008,1.215202212,580.2289429,7.44115591,1.43901968
57,7241_1,7241,1973,600,HTAS,Hatton,SE0217 14 W3,73-8196,Brown,Chernozem,Orthic,50.40104825,-107.8207673,Saline,A,psa,10,0,NA,NA,10.1,1.4,1.8,0.3,14.5,0.17,1.9,NA,2.1,0.61,0.03,NA,0.24,0.11,NA,0.2,0.8,NA,NA,NA,12,18,8,1,43,3,70,1,23,15.3,9.8,1.3,775.75,1069.5,1248.75,2081.375,3329.5,3017.25,2848.375,0.996971846,1.167963743,0.760565996,0.777641058,0.344982743,-3.40E+38,0.307245493,-3.40E+38,0.104657565,0.517793946,0.63019862,0.461299332,0.567615419,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,459.7549673,288.8815308,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
58,7242_1,7242,1973,600,HTAS,Hatton,SE0217 14 W3,73-8202,Brown,Chernozem,Orthic,50.40104825,-107.8207673,Saline,A,psa,10,0,NA,NA,9.1,1.5,0.1,0.1,13.9,0.19,1.7,NA,1.9,0.44,0.07,NA,0.19,0.13,NA,0.2,0.8,NA,NA,NA,12,17,8,1,44,3,71,1,23,14.3,9,1.4,775.75,1069.5,1248.75,2081.375,3329.5,3017.25,2848.375,0.996971846,1.167963743,0.760565996,0.777641058,0.344982743,-3.40E+38,0.307245493,-3.40E+38,0.104657565,0.517793946,0.63019862,0.461299332,0.567615419,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,459.7549673,288.8815308,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
59,7243_1,7243,1973,600,SNE,Swinton,SE0416 14 W3,73-8227,Brown,Chernozem,Eluviated,50.31367066,-107.8666056,NA,A,p,10,0,NA,NA,11.9,1.8,3.6,0.1,20.6,0.07,0.5,NA,2.6,0.1,0.02,NA,0.05,0.01,NA,0.2,2.6,NA,NA,NA,23,57,14,1,3,1,20,1,16,28.8,16.1,2.5,832.25,1186.913818,1460.357178,2080.086914,3341.5,3009,2976.899902,0.974345565,1.979917765,0.759959996,0.833693743,0.256929308,0.537935019,0.156517312,0.311587185,0.169740392,0.385615009,0.848794782,0.234743644,0.523090992,0.44918105,0.666293561,1.153581619,2.597077847,2.549597979,26.98895454,1.015167832,0.905029416,0.926400185,1.791080475,459.44429,288.8622131,0.056816798,0.526326597,1.615328312,691.5698242,7.637413025,1.225934267
